key,section,title,published,tg_channels,tg_first_post,naipv2,naipv1,scijudge_bt,dgcbert_p,cr8b_rating,cr8b_decision,cr70b_rating,cr70b_decision,dr7b_rating,dr7b_decision,dr7bf_rating,dr7bf_decision,dr14b_rating,dr14b_decision,or8b_rating,or8b_soundness,or8b_presentation,or8b_contribution,seae_rating,seae_decision,mean_rating10,accept_votes,n_models,rank_avg,rank_in_year
arxiv:2608.00146,"LLMs: architectures, context, training",DiffusionGemma Technical Report,2026-07-31,gonzo_ML,2026-08-17,-0.480,0.688,3.269,0.3092,6.000,Reject,,,5.500,Reject,5.600,Reject,8.000,Accept,8.000,4.000,4.000,4.000,6.000,Accept,6.720,3,6,66.3390,14.0000
arxiv:2607.02303,"LLMs: architectures, context, training",A Hippocampus for Linear Attention: An Exact Memory for What the Recurrent State Forgets,2026-07-02,gonzo_ML,2026-07-05,0.288,0.584,1.483,0.6932,5.000,Reject,,,5.750,Accept,5.750,Accept,7.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.250,5,6,61.6174,27.0000
arxiv:2606.06574,"LLMs: architectures, context, training",Skip a Layer or Loop It? Learning Program-of-Layers in LLMs,2026-06-04,gonzo_ML,2026-08-18,-0.587,0.680,-0.313,0.9574,5.000,Reject,,,6.500,Accept,6.000,Accept,6.250,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.050,5,6,64.4046,23.0000
arxiv:2605.22863,"LLMs: architectures, context, training",Latent Cache Flow: Model-to-Model Communication Without Text,2026-05-19,,,-1.681,0.490,-2.298,0.2812,4.500,Reject,,,6.000,Accept,6.000,Accept,5.750,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.650,3,6,37.5504,66.0000
arxiv:2604.08302,"LLMs: architectures, context, training",DMax: Aggressive Parallel Decoding for dLLMs,2026-04-09,gonzo_ML,2026-05-24,2.402,0.470,-0.034,0.7094,5.750,Reject,,,5.500,Reject,7.500,Accept,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.250,4,6,56.1203,40.0000
arxiv:2603.05454,"LLMs: architectures, context, training",Beyond Scattered Acceptance: Fast and Coherent Inference for DLMs via Longest Stable Prefixes,2026-03-05,derplearning,2026-03-06,-0.349,0.573,1.690,0.8204,5.000,Reject,,,6.250,Accept,5.750,Reject,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.950,4,6,59.2804,33.0000
arxiv:2602.08676,"LLMs: architectures, context, training",LLaDA2.1: Speeding Up Text Diffusion via Token Editing,2026-02-09,axisofordinary,2026-02-11,0.517,0.613,2.557,0.6328,4.000,Reject,,,7.000,Accept,5.500,Reject,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.500,4,6,54.5250,42.0000
arxiv:2512.24601,"LLMs: architectures, context, training",Recursive Language Models,2025-12-31,AIHOUSE;axisofordinary;data_secrets;gonzo_ML,2026-01-16,1.517,0.511,1.017,0.9063,5.000,Reject,,,6.250,Reject,5.250,Reject,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.950,4,6,60.6586,33.0000
arxiv:2512.14856,"LLMs: architectures, context, training","T5Gemma 2: Seeing, Reading, and Understanding Longer",2025-12-16,boris_again;gonzo_ML,2025-12-20,-1.177,0.465,0.722,0.3477,4.500,Reject,,,5.000,Reject,6.000,Accept,5.500,Reject,5.000,3.000,3.000,2.000,6.000,Accept,5.400,2,6,33.5014,74.0000
arxiv:2512.13961,"LLMs: architectures, context, training",Olmo 3,2025-12-15,abstractDL;j_links,2025-12-18,-0.192,0.468,2.817,0.1354,3.000,Reject,,,6.670,Reject,6.250,Reject,6.500,Accept,8.000,4.000,3.000,4.000,8.000,Accept,6.350,3,6,62.2133,24.0000
arxiv:2512.15745,"LLMs: architectures, context, training",LLaDA2.0: Scaling Up Diffusion Language Models to 100B,2025-12-10,gonzo_ML,2026-05-24,0.392,0.606,2.352,0.0733,5.000,Reject,,,6.500,Accept,5.500,Accept,6.500,Reject,8.000,3.000,3.000,3.000,7.000,Accept,6.400,3,6,62.9090,21.0000
arxiv:2511.09149,"LLMs: architectures, context, training",Enabling Agents to Communicate Entirely in Latent Space,2025-11-12,,,0.965,0.694,-2.694,0.6372,5.500,Reject,,,6.250,Reject,6.000,Reject,7.500,Accept,8.000,3.000,3.000,3.000,6.000,Accept,6.600,4,6,65.4783,18.0000
arxiv:2510.26622,"LLMs: architectures, context, training",Encoder-Decoder or Decoder-Only? Revisiting Encoder-Decoder Large Language Model,2025-10-30,gonzo_ML,2025-11-17,-0.363,0.578,-0.524,0.7625,6.000,Accept,,,6.000,Accept,5.670,Reject,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.934,5,6,52.9000,48.0000
arxiv:2510.03215,"LLMs: architectures, context, training",Cache-to-Cache: Direct Semantic Communication Between Large Language Models,2025-10-03,axisofordinary;boris_again;data_secrets,2025-11-04,2.059,0.631,-0.916,0.2273,5.250,Reject,,,7.000,Accept,6.500,Accept,7.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.450,4,6,67.3404,13.0000
arxiv:2507.10524,"LLMs: architectures, context, training",Mixture-of-Recursions: Learning Dynamic Recursive Depths for Adaptive Token-Level Computation,2025-07-14,data_secrets;gonzo_ML,2025-07-16,0.704,0.743,1.590,0.9158,6.000,Accept,,,6.000,Accept,5.250,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.950,6,6,65.7094,17.0000
arxiv:2504.06225,"LLMs: architectures, context, training",Encoder-Decoder Gemma: Improving the Quality-Efficiency Trade-Off via Adaptation,2025-04-08,gonzo_ML,2025-11-17,-0.588,0.592,0.225,0.9187,3.000,Reject,,,6.500,Accept,5.000,Reject,6.750,Accept,6.000,3.000,3.000,3.000,5.000,Accept,5.150,4,6,50.1406,55.0000
arxiv:2502.09992,"LLMs: architectures, context, training",Large Language Diffusion Models,2025-02-14,data_secrets,2025-02-17,0.659,0.700,3.608,0.8919,4.750,Reject,,,8.000,Accept,6.000,Accept,7.500,Accept,8.000,3.000,3.000,3.000,7.000,Accept,6.650,5,6,80.5579,1.0000
arxiv:2501.14082,"LLMs: architectures, context, training",Communicating Activations Between Language Model Agents,2025-01-23,,,-2.201,0.405,1.197,0.1023,6.000,Accept,,,6.250,Accept,5.750,Accept,7.500,Accept,6.000,3.000,2.000,3.000,6.000,Accept,6.250,5,6,49.7768,57.0000
arxiv:2501.00656,"LLMs: architectures, context, training",2 OLMo 2 Furious,2024-12-31,,,-0.377,0.689,3.646,0.0523,3.500,Reject,,,6.000,Accept,6.000,Accept,6.500,Accept,8.000,3.000,3.000,3.000,6.000,Accept,6.000,4,6,58.2451,12.0000
arxiv:2412.13663,"LLMs: architectures, context, training","Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder for Fast, Memory Efficient, and Long Context Finetuning and Inference",2024-12-18,dealerAI;gonzo_ML,2024-12-19,-1.003,0.656,-1.417,0.7307,5.250,Reject,,,5.500,Reject,6.000,Accept,7.000,Accept,6.000,3.000,3.000,2.000,6.000,Accept,6.050,5,6,53.7971,18.0000
arxiv:2407.21783,"LLMs: architectures, context, training",The Llama 3 Herd of Models,2024-07-31,MLResearch;ai_newz;gonzo_ML;j_links;knowledge_accumulator;lovedeathtransformers;rybolos_channel,2024-09-24,-2.232,0.744,4.050,0.4453,5.000,Reject,,,6.000,Reject,6.750,Accept,4.000,Reject,8.000,4.000,4.000,4.000,6.000,Accept,5.950,3,6,58.3109,11.0000
arxiv:2405.12250,"LLMs: architectures, context, training",Your Transformer is Secretly Linear,2024-05-19,abstractDL;dendi_math_ai;lovedeathtransformers;seeallochnaya,2024-05-22,-2.941,0.483,1.824,0.7695,6.000,Accept,,,5.500,Reject,4.000,Reject,3.500,Reject,5.000,3.000,2.000,3.000,6.000,Accept,4.900,3,6,35.7364,37.0000
arxiv:2405.04517,"LLMs: architectures, context, training",xLSTM: Extended Long Short-Term Memory,2024-05-07,axisofordinary;data_secrets;gonzo_ML;lovedeathtransformers,2024-05-08,-1.738,0.465,3.424,0.2537,3.000,Reject,,,6.000,Accept,3.500,Reject,6.250,Reject,6.000,3.000,3.000,3.000,4.000,Reject,4.550,1,6,35.4170,38.0000
arxiv:2404.09173,"LLMs: architectures, context, training",TransformerFAM: Feedback attention is working memory,2024-04-14,axisofordinary;gonzo_ML,2024-04-16,-2.414,0.595,0.830,0.9481,5.000,Reject,,,5.750,Reject,6.000,Reject,4.750,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.550,3,6,47.3003,24.0000
arxiv:2404.07143,"LLMs: architectures, context, training",Leave No Context Behind: Efficient Infinite Context Transformers with Infini-attention,2024-04-10,axisofordinary;chillhousetech;gonzo_ML;lovedeathtransformers,2024-04-11,-2.006,0.497,3.254,0.8781,5.000,Reject,,,6.000,Reject,5.750,Accept,5.500,Reject,5.000,3.000,3.000,2.000,6.000,Accept,5.450,3,6,44.1056,26.0000
arxiv:2311.06242,"LLMs: architectures, context, training",Florence-2: Advancing a Unified Representation for a Variety of Vision Tasks,2023-11-10,AI_DeepLearning;axisofordinary;boris_again;gonzo_ML;lovedeathtransformers,2023-11-13,-1.918,0.479,2.835,0.0491,6.000,Reject,,,8.000,Accept,6.500,Accept,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.100,3,6,53.7928,16.0000
arxiv:2306.13575,"LLMs: architectures, context, training",Scaling MLPs: A Tale of Inductive Bias,2023-06-23,gonzo_ML,2023-06-28,-1.609,0.617,-0.042,0.3071,4.000,Reject,,,8.000,Accept,6.000,Reject,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.600,2,6,46.6180,28.0000
arxiv:2305.01625,"LLMs: architectures, context, training",Unlimiformer: Long-Range Transformers with Unlimited Length Input,2023-05-02,axisofordinary;gonzo_ML,2023-05-04,0.546,0.543,0.005,0.8429,5.000,Reject,,,5.000,Reject,5.750,Accept,6.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.850,5,6,50.4219,24.0000
arxiv:2302.14045,"LLMs: architectures, context, training",Language Is Not All You Need: Aligning Perception with Language Models,2023-02-27,axisofordinary;derplearning;gonzo_ML;j_links;scitator_ai,2023-02-28,-1.012,0.670,3.013,0.9077,6.000,Reject,,,6.000,Accept,6.000,Accept,6.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.200,5,6,67.2738,4.0000
arxiv:2302.10866,"LLMs: architectures, context, training",Hyena Hierarchy: Towards Larger Convolutional Language Models,2023-02-21,axisofordinary;gonzo_ML;ntr_neural,2023-04-23,-0.003,0.679,3.511,0.9075,5.000,Reject,,,6.000,Accept,6.500,Accept,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.200,5,6,69.8369,2.0000
arxiv:2302.07253,"LLMs: architectures, context, training",Energy Transformer,2023-02-14,axisofordinary,2023-02-18,-2.529,0.485,-0.631,0.7321,5.000,Reject,,,4.250,Reject,6.000,Accept,6.000,Reject,6.000,3.000,3.000,3.000,5.000,Accept,5.600,4,6,34.4849,41.0000
arxiv:2207.02098,"LLMs: architectures, context, training",Neural Networks and the Chomsky Hierarchy,2022-07-05,gonzo_ML,2022-07-17,-1.336,0.379,-1.255,0.5797,5.750,Accept,,,6.500,Accept,5.750,Accept,6.500,Accept,8.000,3.000,4.000,3.000,6.000,Accept,6.400,6,6,51.3662,10.0000
arxiv:2203.08913,"LLMs: architectures, context, training",Memorizing Transformers,2022-03-16,abstractDL;axisofordinary;dlinnlp;gonzo_ML;j_links;lovedeathtransformers,2023-03-21,-1.776,0.668,1.050,0.6632,6.000,Reject,,,5.500,Reject,6.250,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.350,5,6,60.2427,4.0000
arxiv:2002.05202,"LLMs: architectures, context, training",GLU Variants Improve Transformer,2020-02-12,dealerAI;gonzo_ML;seeallochnaya,2024-03-12,-2.363,0.392,-0.798,0.8059,3.000,Reject,,,3.000,Reject,2.330,Reject,4.000,Reject,3.000,3.000,3.000,2.000,5.000,Reject,3.466,1,6,16.7870,11.0000
arxiv:1710.05941,"LLMs: architectures, context, training",Searching for Activation Functions,2017-10-16,gonzo_ML;j_links,2017-10-18,-1.962,0.734,1.835,0.6141,5.750,Reject,,,5.000,Reject,6.000,Accept,5.750,Accept,5.000,3.000,2.000,2.000,6.000,Accept,5.700,4,6,46.6529,4.0000
doi:10.1073/pnas.2520095123,"Reasoning and the ""physics"" of language models",Evidence from formal logical reasoning reveals that the language of thought is not natural language,2026-07-06,,,-1.912,0.588,-7.299,0.1054,3.000,Reject,,,6.000,Accept,5.500,Accept,7.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,5.700,4,6,41.4252,62.0000
arxiv:2606.31779,"Reasoning and the ""physics"" of language models",Bridging the Gap Between Latent and Explicit Reasoning with Looped Transformers,2026-06-30,gonzo_ML,2026-07-20,2.404,0.771,0.833,0.7353,6.000,Accept,,,6.500,Accept,6.500,Accept,6.250,Reject,5.000,3.000,3.000,2.000,6.000,Accept,5.950,4,6,65.0216,20.0000
arxiv:2606.25010,"Reasoning and the ""physics"" of language models",Emergent Capabilities Arise Randomly from Learning Sparse Attention Patterns,2026-06-23,gonzo_ML,2026-08-03,-0.768,0.409,-0.623,0.8790,5.250,Reject,,,6.250,Reject,7.000,Accept,6.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,6.050,4,6,53.6403,46.0000
arxiv:2606.03982,"Reasoning and the ""physics"" of language models",Language Models Compare Quantities Using Number-specific and Unit-specific Heuristics,2026-06-02,,,-0.947,0.431,-3.789,0.1204,5.000,Reject,,,6.500,Accept,6.000,Accept,6.000,Reject,6.000,3.000,3.000,2.000,7.000,Accept,6.000,3,6,45.2824,59.0000
arxiv:2605.07654,"Reasoning and the ""physics"" of language models",Reliable Chain-of-Thought via Prefix Consistency,2026-05-08,,,0.827,0.720,1.572,0.7737,5.000,Reject,,,5.750,Accept,7.000,Accept,6.750,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.150,5,6,65.7351,17.0000
arxiv:2604.11791,"Reasoning and the ""physics"" of language models",A Mechanistic Analysis of Looped Reasoning Language Models,2026-04-13,gonzo_ML,2026-04-19,-0.953,0.346,-2.487,0.4888,5.000,Reject,,,6.000,Accept,5.750,Reject,6.500,Reject,8.000,4.000,4.000,3.000,6.000,Accept,6.250,2,6,46.0379,58.0000
arxiv:2604.01754,"Reasoning and the ""physics"" of language models",LiveMathematicianBench: A Live Benchmark for Mathematician-Level Reasoning with Proof Sketches,2026-04-02,,,-0.744,0.756,3.322,0.4235,6.000,Accept,,,6.000,Accept,6.000,Reject,5.750,Reject,8.000,3.000,3.000,3.000,8.000,Accept,6.750,3,6,70.5424,8.0000
arxiv:2602.10416,"Reasoning and the ""physics"" of language models",AI-rithmetic,2026-02-11,,,-1.744,0.367,3.162,0.1615,5.750,Reject,,,5.000,Reject,5.250,Accept,5.750,Reject,5.000,3.000,3.000,2.000,6.000,Accept,5.550,2,6,34.7855,69.0000
openreview:klU4737opt,"Reasoning and the ""physics"" of language models",Position: LLMs can't jump,,,,-3.801,0.327,-1.420,0.0396,6.000,Reject,,,5.250,Reject,5.000,Reject,4.750,Reject,6.000,3.000,3.000,2.000,6.000,Accept,5.550,2,6,27.8067,9.0000
arxiv:2512.16902,"Reasoning and the ""physics"" of language models",In-Context Algebra,2025-12-18,,,-0.869,0.504,-2.895,0.9306,6.000,Accept,,,6.750,Accept,6.250,Accept,6.500,Accept,8.000,4.000,4.000,4.000,7.000,Accept,6.750,6,6,67.8625,11.0000
arxiv:2510.00184,"Reasoning and the ""physics"" of language models",Why Can't Transformers Learn Multiplication? Reverse-Engineering Reveals Long-Range Dependency Pitfalls,2025-09-30,axisofordinary,2025-10-09,-1.400,0.696,-0.497,0.7739,6.000,Accept,,,5.500,Reject,6.750,Accept,6.670,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.284,6,6,59.7354,37.0000
arxiv:2509.25239,"Reasoning and the ""physics"" of language models",A Formal Comparison Between Chain of Thought and Latent Thought,2025-09-25,,,-2.500,0.488,-3.979,0.8534,4.500,Reject,,,6.500,Accept,6.000,Reject,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.000,4,6,48.8943,58.0000
arxiv:2509.20317,"Reasoning and the ""physics"" of language models",SIM-CoT: Supervised Implicit Chain-of-Thought,2025-09-24,abstractDL;boris_again,2025-09-27,1.872,0.683,0.980,0.9390,6.000,Accept,,,3.750,Reject,6.330,Accept,7.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.466,6,6,70.8473,8.0000
arxiv:2508.02513,"Reasoning and the ""physics"" of language models",Modular Arithmetic: Language Models Solve Math Digit by Digit,2025-08-04,,,-0.951,0.661,-0.412,0.7333,6.000,Accept,,,6.250,Accept,5.750,Reject,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.250,5,6,61.5946,27.0000
arxiv:2506.10947,"Reasoning and the ""physics"" of language models",Spurious Rewards: Rethinking Training Signals in RLVR,2025-06-12,buckwheat_thoughts;gonzo_ML,2026-02-02,-0.237,0.326,0.084,0.8878,6.000,Accept,,,6.250,Accept,,,7.500,Accept,8.000,3.000,3.000,3.000,7.000,Accept,7.125,5,5,70.0945,9.0000
arxiv:2505.21493,"Reasoning and the ""physics"" of language models",Reinforcing General Reasoning without Verifiers,2025-05-27,buckwheat_thoughts;gonzo_ML,2026-02-02,0.858,0.455,3.250,0.8124,5.250,Reject,,,6.500,Accept,7.000,Accept,6.750,Accept,6.000,3.000,3.000,3.000,8.000,Accept,6.600,5,6,73.1693,6.0000
arxiv:2505.21444,"Reasoning and the ""physics"" of language models",Can Large Reasoning Models Self-Train?,2025-05-27,buckwheat_thoughts;gonzo_ML,2026-02-02,-1.297,0.361,0.133,0.4799,5.500,Reject,,,5.250,Reject,5.500,Reject,5.750,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.950,2,6,42.4766,66.0000
arxiv:2505.15134,"Reasoning and the ""physics"" of language models",The Unreasonable Effectiveness of Entropy Minimization in LLM Reasoning,2025-05-21,buckwheat_thoughts;gonzo_ML,2026-02-02,-0.945,0.718,3.711,0.7503,4.000,Reject,,,6.250,Accept,6.500,Accept,7.000,Accept,8.000,4.000,4.000,3.000,6.000,Accept,6.300,5,6,68.1539,10.0000
arxiv:2505.13763,"Reasoning and the ""physics"" of language models",Language Models Are Capable of Metacognitive Monitoring and Control of Their Internal Activations,2025-05-19,axisofordinary,2025-05-22,-1.741,0.559,0.290,0.0553,6.000,Accept,,,4.750,Reject,6.250,Reject,6.500,Accept,8.000,4.000,4.000,4.000,6.000,Accept,6.550,4,6,50.7360,52.0000
arxiv:2504.20571,"Reasoning and the ""physics"" of language models",Reinforcement Learning for Reasoning in Large Language Models with One Training Example,2025-04-29,axisofordinary;boris_again;buckwheat_thoughts;data_secrets;gonzo_ML;tech_priestess,2025-04-30,1.729,0.521,3.507,0.7254,5.000,Reject,,,5.500,Reject,6.000,Accept,6.500,Accept,5.000,3.000,3.000,3.000,7.000,Accept,5.900,4,6,58.2809,40.0000
arxiv:2503.21676,"Reasoning and the ""physics"" of language models","How do language models learn facts? Dynamics, curricula and hallucinations",2025-03-27,data_secrets,2025-04-01,-0.619,0.448,1.715,0.7925,4.000,Reject,,,6.000,Accept,7.000,Accept,6.500,Accept,8.000,4.000,4.000,4.000,7.000,Accept,6.500,5,6,62.5321,23.0000
arxiv:2502.19981,"Reasoning and the ""physics"" of language models",The Lookahead Limitation: Why Multi-Operand Addition is Hard for LLMs,2025-02-27,,,-2.475,0.728,-0.304,0.4488,5.000,Reject,,,8.000,Accept,6.000,Reject,4.750,Reject,6.000,3.000,3.000,3.000,7.000,Accept,5.750,2,6,53.0165,47.0000
arxiv:2502.05171,"Reasoning and the ""physics"" of language models",Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach,2025-02-07,axisofordinary;buckwheat_thoughts;gonzo_ML;seeallochnaya,2025-02-10,-1.399,0.460,0.514,0.9180,6.000,Reject,,,6.500,Accept,6.000,Reject,7.500,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.300,4,6,61.3313,30.0000
arxiv:2502.06807,"Reasoning and the ""physics"" of language models",Competitive Programming with Large Reasoning Models,2025-02-03,axisofordinary;data_secrets;j_links;seeallochnaya,2025-02-12,-0.521,0.472,3.213,0.5033,2.500,Reject,,,3.250,Reject,6.500,Reject,5.750,Accept,8.000,4.000,4.000,3.000,6.000,Accept,5.750,4,6,47.2988,62.0000
arxiv:2502.00873,"Reasoning and the ""physics"" of language models",Language Models Use Trigonometry to Do Addition,2025-02-02,,,-0.740,0.506,3.569,0.1635,5.250,Accept,,,8.000,Accept,7.000,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.250,5,6,63.9290,19.0000
arxiv:2501.04519,"Reasoning and the ""physics"" of language models",rStar-Math: Small LLMs Can Master Math Reasoning with Self-Evolved Deep Thinking,2025-01-08,axisofordinary;data_secrets;dealerAI,2025-01-09,2.328,0.656,3.417,0.4171,6.000,Accept,,,5.750,Accept,7.000,Accept,6.250,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.450,5,6,71.2792,7.0000
arxiv:2412.14135,"Reasoning and the ""physics"" of language models",Scaling of Search and Learning: A Roadmap to Reproduce o1 from Reinforcement Learning Perspective,2024-12-18,AGI_and_RL,2024-12-19,-3.502,0.258,-3.088,0.0027,1.000,Reject,,,4.250,Reject,4.750,Reject,3.000,Reject,5.000,3.000,3.000,2.000,5.000,Reject,3.750,0,6,7.4129,47.0000
arxiv:2412.06769,"Reasoning and the ""physics"" of language models",Training Large Language Models to Reason in a Continuous Latent Space,2024-12-09,abstractDL;axisofordinary;buckwheat_thoughts;data_secrets;gonzo_ML;lovedeathtransformers;seeallochnaya,2024-12-11,-1.824,0.554,1.218,0.7501,6.000,Accept,,,6.000,Accept,6.250,Reject,6.250,Reject,6.000,2.000,3.000,2.000,6.000,Accept,6.100,4,6,54.1887,16.0000
arxiv:2410.21272,"Reasoning and the ""physics"" of language models",Arithmetic Without Algorithms: Language Models Solve Math With a Bag of Heuristics,2024-10-28,j_links,2024-11-24,-0.077,0.618,1.307,0.2910,6.000,Accept,,,6.000,Accept,6.000,Accept,8.000,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.600,5,6,66.2148,2.0000
arxiv:2305.13673,"Reasoning and the ""physics"" of language models","Physics of Language Models: Part 1, Learning Hierarchical Language Structures",2023-05-23,lovedeathtransformers,2024-08-07,-0.169,0.496,1.199,0.8673,5.000,Reject,,,8.000,Accept,6.670,Accept,7.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.134,5,6,64.2509,6.0000
arxiv:2407.20311,"Reasoning and the ""physics"" of language models","Physics of Language Models: Part 2.1, Grade-School Math and the Hidden Reasoning Process",2024-07-29,lovedeathtransformers,2024-08-07,-2.086,0.498,2.144,0.7446,4.500,Reject,,,6.750,Reject,6.000,Accept,7.500,Accept,8.000,4.000,4.000,3.000,6.000,Accept,6.400,5,6,58.4940,9.0000
arxiv:2309.14316,"Reasoning and the ""physics"" of language models","Physics of Language Models: Part 3.1, Knowledge Storage and Extraction",2023-09-25,lovedeathtransformers;rybolos_channel,2024-07-27,-1.495,0.444,-0.565,0.1516,4.500,Reject,,,5.250,Reject,6.500,Accept,6.500,Accept,6.000,3.000,3.000,3.000,7.000,Accept,6.100,4,6,44.0064,31.0000
arxiv:2309.14402,"Reasoning and the ""physics"" of language models","Physics of Language Models: Part 3.2, Knowledge Manipulation",2023-09-25,lovedeathtransformers,2024-08-07,-1.719,0.454,1.264,0.1767,6.000,Reject,,,5.500,Reject,,,7.000,Accept,8.000,3.000,3.000,3.000,7.000,Accept,7.000,3,5,58.4447,10.0000
arxiv:2404.05405,"Reasoning and the ""physics"" of language models","Physics of Language Models: Part 3.3, Knowledge Capacity Scaling Laws",2024-04-08,lovedeathtransformers;seeallochnaya,2024-04-09,-0.638,0.514,3.621,0.2374,5.000,Reject,,,6.000,Accept,5.670,Accept,7.500,Accept,8.000,4.000,4.000,4.000,7.000,Accept,6.634,4,6,63.0923,3.0000
arxiv:2407.15017,"Reasoning and the ""physics"" of language models",Knowledge Mechanisms in Large Language Models: A Survey and Perspective,2024-07-22,AGI_and_RL,2024-08-24,-2.588,0.644,1.432,0.0210,5.750,Reject,,,4.250,Reject,5.750,Reject,5.750,Accept,6.000,3.000,3.000,3.000,6.000,Accept,5.850,3,6,39.1740,34.0000
doi:10.1038/s41586-024-07522-w,"Reasoning and the ""physics"" of language models",Language is primarily a tool for communication rather than thought,2024-06-19,gonzo_ML,2024-06-23,-5.289,0.204,-8.846,0.0603,6.000,Accept,,,,,,,5.750,Accept,6.000,3.000,3.000,2.000,6.000,Accept,5.938,4,5,27.4768,41.0000
arxiv:2406.11813,"Reasoning and the ""physics"" of language models",How Do Large Language Models Acquire Factual Knowledge During Pretraining?,2024-06-17,axisofordinary,2024-06-19,-1.204,0.502,0.072,0.2445,6.000,Accept,,,5.250,Reject,6.250,Accept,6.000,Accept,6.000,3.000,3.000,3.000,6.000,Accept,6.050,5,6,46.6556,25.0000
arxiv:2406.11741,"Reasoning and the ""physics"" of language models",Transcendence: Generative Models Can Outperform The Experts That Train Them,2024-06-17,axisofordinary;seeallochnaya,2024-06-19,-1.136,0.593,2.147,0.6541,5.750,Reject,,,5.750,Reject,5.750,Accept,5.250,Reject,6.000,3.000,3.000,2.000,7.000,Accept,5.950,4,6,54.1049,17.0000
arxiv:2406.03689,"Reasoning and the ""physics"" of language models",Evaluating the World Model Implicit in a Generative Model,2024-06-06,axisofordinary;boris_again;j_links,2024-06-20,-1.565,0.471,-1.244,0.8609,5.500,Reject,,,6.000,Reject,5.250,Reject,6.500,Accept,8.000,4.000,4.000,3.000,7.000,Accept,6.450,4,6,55.0928,14.0000
arxiv:2406.03445,"Reasoning and the ""physics"" of language models",Pre-trained Large Language Models Use Fourier Features to Compute Addition,2024-06-05,,,-1.313,0.676,1.613,0.8707,3.000,Reject,,,7.000,Accept,7.500,Accept,5.750,Accept,6.000,3.000,3.000,2.000,7.000,Accept,5.850,5,6,62.1649,5.0000
arxiv:2405.15071,"Reasoning and the ""physics"" of language models",Grokked Transformers are Implicit Reasoners: A Mechanistic Journey to the Edge of Generalization,2024-05-23,axisofordinary;chillhousetech;lovedeathtransformers;seeallochnaya,2024-05-27,-0.824,0.652,3.092,0.6981,6.000,Accept,,,7.000,Accept,7.330,Accept,5.750,Accept,5.000,3.000,3.000,3.000,6.000,Accept,6.016,5,6,61.9608,6.0000
arxiv:2405.14838,"Reasoning and the ""physics"" of language models",From Explicit CoT to Implicit CoT: Learning to Internalize CoT Step by Step,2024-05-23,axisofordinary;gonzo_ML,2024-05-30,-2.850,0.458,1.895,0.9095,4.500,Reject,,,5.000,Reject,6.500,Accept,5.000,Reject,6.000,3.000,3.000,3.000,6.000,Accept,5.600,4,6,42.3943,27.0000
doi:10.1038/d41586-024-01413-w,"Reasoning and the ""physics"" of language models",Why mathematics is set to be revolutionized by AI,2024-05-14,axisofordinary,2024-05-16,-4.922,0.454,-5.475,0.0358,3.000,Reject,,,,,,,6.000,Accept,6.000,3.000,3.000,2.000,6.000,Accept,5.250,3,5,21.8587,43.0000
arxiv:2402.01817,"Reasoning and the ""physics"" of language models","LLMs Can't Plan, But Can Help Planning in LLM-Modulo Frameworks",2024-02-02,data_secrets;tech_priestess,2024-08-14,-2.639,0.513,-0.267,0.0040,3.500,Reject,,,4.250,Reject,5.500,Reject,5.750,Reject,8.000,3.000,3.000,3.000,7.000,Accept,5.950,2,6,34.5176,39.0000
